station_name,lat,lon,country,priority
HUAR,3.03,30.92,UG,7
HUEN,0.03,32.45,UG,6
HUFP,0.67,30.27,UG,7
HUGU,2.75,32.32,UG,7
HUJI,0.45,33.18,UG,7
HUKB,-1.25,29.97,UG,7
HUKS,0.17,30.1,UG,7
HULI,2.25,32.9,UG,7
HUMI,1.75,31.73,UG,7
HUMA,-0.55,30.6,UG,7
HUMO,2.52,34.63,UG,7
HUSO,1.72,33.62,UG,7
HUTO,0.67,34.17,UG,7
FAAB,-28.57,16.52,ZA,7
FAAN,-30.72,26.72,ZA,7
FABN,-25.72,31.0,ZA,7
FABY,-32.35,22.57,ZA,7
FABM,-28.25,28.33,ZA,7
FABE,-32.88,27.27,ZA,7
FABL,-29.1,26.3,ZA,6
FABB,-26.22,28.3,ZA,7
FABR,-34.52,20.02,ZA,7
FABD,-30.97,26.32,ZA,7
FACV,-31.47,19.75,ZA,7
FACT,-33.97,18.6,ZA,6
FACL,-26.07,30.12,ZA,7
FACW,-32.17,18.87,ZA,7
FACH,-32.77,25.75,ZA,7
FADA,-30.63,23.02,ZA,7
FADY,-30.68,24.02,ZA,8
FADD,-28.17,30.22,ZA,7
FADR,-26.35,28.47,ZA,7
FADN,-29.97,30.93,ZA,6
FALE,-29.62,31.12,ZA,7
FAVG,-29.77,31.07,ZA,7
FADH,-28.12,29.97,ZA,7
FAEL,-33.03,27.82,ZA,6
FAET,-31.3,27.85,ZA,7
FAER,-23.73,27.68,ZA,7
FAEO,-26.5,29.97,ZA,7
FAES,-28.87,31.43,ZA,7
FAFB,-28.82,27.92,ZA,7
FAFF,-27.28,28.52,ZA,7
FAFR,-31.92,21.52,ZA,7
FAGG,-34.0,22.37,ZA,6
FAGB,-22.47,18.97,ZA,7
FAGE,-40.35,-9.87,ZA,7
FAGR,-32.25,24.52,ZA,7
FAGT,-33.27,26.5,ZA,7
FAGC,-25.98,28.13,ZA,8
FAGV,-23.88,30.67,ZA,7
FAGY,-29.1,30.6,ZA,7
FAHA,-28.07,26.87,ZA,7
FAHG,-26.52,28.37,ZA,7
FAHE,-26.02,29.6,ZA,7
FAHS,-24.37,31.03,ZA,7
FAHD,-34.02,24.77,ZA,7
FAJF,-29.77,25.42,ZA,7
FAJB,-26.15,28.0,ZA,7
FAGM,-26.25,28.15,ZA,7
FAOR,-26.13,28.23,ZA,7
FAKM,-28.8,24.77,ZA,7
FAKZ,-29.62,17.07,ZA,7
FAKD,-26.87,26.72,ZA,8
FAKP,-25.42,31.92,ZA,7
FAKS,-27.67,27.25,ZA,7
FAKN,-25.38,31.1,ZA,8
FALY,-28.57,29.77,ZA,7
FALW,-32.97,18.17,ZA,7
FALA,-25.93,27.92,ZA,6
FALI,-26.17,26.18,ZA,8
FALT,-26.17,26.17,ZA,7
FALC,-28.37,23.43,ZA,7
FALO,-23.05,29.87,ZA,7
FAMK,-25.87,25.63,ZA,7
FALM,-23.17,29.7,ZA,8
FAMG,-30.85,30.35,ZA,7
FAMR,-24.55,30.87,ZA,7
FAME,-46.87,37.87,ZA,7
FAMT,-26.55,28.02,ZA,7
FAMB,-31.47,25.02,ZA,7
FAMM,-25.8,25.53,ZA,7
FAMO,-34.17,22.13,ZA,7
FAMP,-17.62,24.17,ZA,7
FANS,-25.42,30.97,ZA,7
FANC,-27.77,29.97,ZA,7
FANH,-29.42,30.43,ZA,7
FANL,-25.92,28.97,ZA,7
FAOA,-17.92,15.97,ZA,7
FAOH,-33.57,22.22,ZA,7
FAOB,-34.55,20.23,ZA,7
FAPH,-23.92,31.13,ZA,7
FAPM,-29.63,30.38,ZA,7
FAPI,-23.88,29.47,ZA,7
FAPB,-23.87,29.43,ZA,6
FAPN,-25.33,27.17,ZA,8
FAPG,-34.08,23.33,ZA,7
FAPP,-23.83,29.45,ZA,6
FAPE,-33.98,25.6,ZA,6
FAPJ,-31.62,29.55,ZA,7
FAPS,-26.67,27.08,ZA,7
FAIR,-25.92,28.22,ZA,7
FAPR,-25.73,28.17,ZA,7
FAPC,-33.22,22.02,ZA,7
FAQT,-31.88,26.87,ZA,7
FARB,-28.8,32.1,ZA,7
FASS,-27.63,23.0,ZA,7
FASB,-29.68,17.93,ZA,6
FASI,-26.25,28.4,ZA,7
FASK,-25.82,28.17,ZA,7
FATH,-23.08,30.38,ZA,7
FATC,-37.03,-12.32,ZA,7
FATM,-19.27,17.72,ZA,7
FATZ,-23.82,30.32,ZA,7
FAUL,-28.32,31.42,ZA,7
FAUT,-31.53,28.67,ZA,7
FAUP,-28.38,21.27,ZA,6
FAVV,-26.57,27.97,ZA,7
FAVW,-31.38,23.12,ZA,7
FAVR,-31.67,18.5,ZA,7
FAVB,-26.98,24.73,ZA,7
FAVY,-27.77,30.8,ZA,7
FAWK,-25.82,28.22,ZA,6
FAWM,-28.0,26.67,ZA,7
FAWE,-22.57,17.1,ZA,7
FAWI,-25.83,29.2,ZA,7
FAWB,-25.65,28.22,ZA,7
FAYP,-33.88,18.5,ZA,7
FAZA,-30.3,27.12,ZA,7
FBFT,-21.17,27.48,BW,6
FBPM,-21.17,27.48,BW,7
FBLT,-21.42,25.6,BW,7
FBGZ,-21.68,21.63,BW,6
FBJW,-24.6,24.67,BW,7
FBKE,-17.82,25.17,BW,6
FBMP,-23.07,26.83,BW,7
FBMN,-19.97,23.42,BW,6
FBOR,-21.27,25.32,BW,7
FBPA,-18.27,25.65,BW,7
FBSP,-22.05,27.82,BW,6
FBSW,-18.37,21.85,BW,7
FBSK,-24.55,25.92,BW,6
FBSN,-20.47,25.97,BW,7
FBTS,-26.05,22.43,BW,7
FBTE,-24.02,21.87,BW,7
FCBB,-4.25,15.25,CG,6
FCBD,-2.52,14.77,CG,7
FCOG,-1.87,15.87,CG,7
FCOI,1.62,18.07,CG,7
FCPL,-4.2,12.68,CG,7
FCPA,-3.47,12.62,CG,7
FCOM,-0.02,15.57,CG,7
FCBM,-3.97,13.92,CG,7
FCBO,-2.62,16.22,CG,7
FCOU,1.62,16.05,CG,7
FCPP,-4.82,11.9,CG,6
FCBS,-3.67,13.33,CG,7
FCOS,2.07,14.12,CG,7
FZKO,4.02,25.87,CD,7
FZBO,-3.28,17.35,CD,7
FZEN,1.22,19.8,CD,7
FZGN,-0.22,20.85,CD,7
FZKP,3.78,23.82,CD,7
FZMA,-2.52,28.85,CD,7
FZKA,1.5,30.22,CD,7
FZMB,0.12,29.27,CD,7
FZSI,-10.67,22.32,CD,7
FZFK,3.27,19.77,CD,7
FZNA,-1.67,29.22,CD,7
FZVS,-4.32,20.57,CD,7
FZAN,-5.52,13.57,CD,7
FZBA,-1.97,18.27,CD,7
FZJA,2.77,27.63,CD,7
FZWT,-6.12,24.47,CD,7
FZCF,-7.27,19.0,CD,7
FZRF,-5.87,29.23,CD,7
FZOD,-2.6,26.55,CD,7
FZSA,-8.62,25.25,CD,7
FZUA,-5.87,22.42,CD,7
FZTK,-7.52,24.17,CD,7
FZSK,-8.33,22.57,CD,7
FZOK,-4.52,26.57,CD,7
FZCS,-4.92,17.07,CD,7
FZCA,-5.02,18.8,CD,7
FZOA,-2.95,25.92,CD,7
FZAA,-4.38,15.45,CD,6
FZIC,0.48,25.33,CD,7
FZIA,0.52,25.17,CD,7
FZAI,-5.92,12.43,CD,7
FZQM,-10.72,25.43,CD,7
FZRQ,-5.33,27.0,CD,7
FZGA,2.32,21.57,CD,7
FZVA,-3.47,23.47,CD,7
FZVE,-2.28,23.27,CD,7
FZQA,-11.58,27.53,CD,7
FZRA,-7.27,27.42,CD,7
FZAM,-5.78,13.42,CD,7
FZEA,0.05,18.27,CD,7
FZWA,-6.12,23.57,CD,7
FZQV,-8.58,27.32,CD,7
FZAG,-6.0,12.42,CD,7
FZRB,-7.07,29.77,CD,7
FZNC,-1.17,29.43,CD,7
FZSD,-9.62,22.85,CD,7
FZUK,-6.42,20.85,CD,7
FDBB,-26.8,31.93,SZ,7
FDJR,-27.17,31.43,SZ,8
FDLV,-27.27,31.82,SZ,8
FDLM,-25.98,31.98,SZ,7
FDMS,-26.52,31.3,SZ,6
FDMY,-25.88,31.52,SZ,8
FDOT,-26.7,31.43,SZ,6
FDUS,-26.72,30.92,SZ,7
FDND,-26.97,31.97,SZ,8
FDNH,-27.12,31.22,SZ,8
FDNY,-26.12,31.45,SZ,8
FDPP,-25.97,31.25,SZ,8
FDSK,-26.35,31.72,SZ,8
FDST,-26.43,31.95,SZ,8
FDVV,-26.07,31.88,SZ,8
FEFA,5.03,21.18,CF,7
FEFM,5.83,20.63,CF,7
FEFG,4.78,22.78,CF,7
FEFF,4.4,18.52,CF,6
FEFT,4.22,15.8,CF,7
FEFI,10.27,22.77,CF,7
FEFS,6.47,17.42,CF,7
FEFL,5.27,17.62,CF,7
FEFO,5.97,15.62,CF,7
FEFR,6.52,21.97,CF,7
FEFN,8.4,20.63,CF,7
FEFB,5.4,26.5,CF,7
FEFY,6.5,23.27,CF,7
FGBT,1.9,9.8,GQ,7
FGSL,3.75,8.72,GQ,6
FHAW,-7.97,-14.4,SH,6
FJDG,-7.32,72.42,IO,6
FIMP,-20.43,57.68,MU,6
FIMR,-19.75,63.37,MU,7
FKAG,3.97,13.18,CM,7
FKAF,4.72,11.25,CM,7
FKKV,6.03,10.12,CM,7
FKAB,6.77,11.82,CM,7
FKKI,4.47,14.37,CM,7
FKKO,4.53,13.72,CM,7
FKAO,5.58,14.07,CM,7
FKKD,4.0,9.72,CM,6
FKKS,5.45,10.07,CM,7
FKKW,2.88,11.17,CM,7
FKKE,3.63,10.77,CM,7
FKKR,9.33,13.37,CM,7
FKKH,10.08,14.43,CM,7
FKKM,5.65,10.75,CM,7
FKKB,2.95,9.9,CM,7
FKAL,3.13,13.62,CM,7
FKKF,5.72,9.27,CM,7
FKKA,10.43,14.25,CM,7
FKKL,10.45,14.25,CM,6
FKAM,6.52,14.37,CM,7
FKKN,7.35,13.57,CM,7
FKAN,4.95,9.92,CM,7
FKKT,6.47,12.62,CM,7
FKKC,4.07,9.37,CM,7
FKKJ,10.37,15.22,CM,7
FKYS,3.82,11.52,CM,6
FKAY,5.53,12.37,CM,7
FKKY,3.82,11.52,CM,7
FLCP,-13.55,32.57,ZM,7
FLCH,-16.82,27.07,ZM,7
FLIK,-10.12,32.62,ZM,7
FLPO,-13.58,24.18,ZM,7
FLKW,-14.43,28.47,ZM,7
FLKO,-14.8,24.8,ZM,7
FLKS,-10.22,31.12,ZM,6
FLPA,-13.52,25.85,ZM,7
FLKB,-9.8,29.07,ZM,7
FLLI,-17.82,25.82,ZM,6
FLHN,-17.82,25.82,ZM,6
FLLD,-12.27,33.2,ZM,7
FLLC,-15.42,28.33,ZM,7
FLKK,-15.32,28.45,ZM,6
FLMA,-11.08,28.85,ZM,7
FLBA,-8.83,31.32,ZM,7
FLMF,-13.27,31.93,ZM,8
FLMG,-15.25,23.13,ZM,7
FLMP,-11.9,31.42,ZM,7
FLMW,-11.75,24.42,ZM,7
FLND,-13.0,28.65,ZM,6
FLSK,-13.0,28.67,ZM,7
FLPE,-14.25,31.27,ZM,7
FLYA,-11.33,29.52,ZM,7
FLSN,-16.1,23.27,ZM,7
FLSE,-13.22,30.22,ZM,7
FLSS,-17.47,24.3,ZM,7
FLSW,-12.17,26.37,ZM,7
FLZB,-13.52,23.12,ZM,7
FMCV,-12.12,44.42,KM,7
FMCZ,-12.8,45.27,KM,6
FMCH,-11.53,43.27,KM,6
FMCN,-11.68,43.22,KM,7
FMNL,-14.62,47.77,MG,7
FMND,-14.65,49.62,MG,7
FMNH,-14.87,50.25,MG,7
FMMI,-18.8,47.47,MG,6
FMME,-19.82,47.07,MG,7
FMNQ,-16.75,44.47,MG,7
FMNA,-12.33,49.28,MG,7
FMSG,-22.8,47.82,MG,7
FMSF,-21.43,47.1,MG,7
FMSD,-25.03,46.95,MG,7
FMMH,-19.82,48.78,MG,7
FMMO,-18.05,44.02,MG,7
FMNM,-15.67,46.35,MG,7
FMSM,-21.18,48.37,MG,7
FMSR,-21.75,43.37,MG,7
FMMV,-20.27,44.32,MG,7
FMNN,-13.32,48.32,MG,6
FMSO,-22.55,45.38,MG,7
FMMS,-17.08,49.82,MG,7
FMNS,-14.27,50.17,MG,7
FMMT,-18.12,49.38,MG,6
FMST,-23.37,43.72,MG,7
FMNV,-13.37,50.0,MG,7
FMEE,-20.88,55.52,RE,6
FMEP,-21.32,55.42,RE,7
FNBG,-12.62,13.4,AO,7
FNKU,-12.4,16.95,AO,7
FNCA,-5.58,12.18,AO,7
FNCT,-12.48,13.48,AO,7
FNDU,-7.4,20.82,AO,7
FNHU,-12.82,15.77,AO,7
FNLB,-12.37,13.52,AO,7
FNLU,-8.85,13.22,AO,6
FNUB,-14.93,13.57,AO,7
FNUE,-11.77,19.9,AO,7
FNMA,-9.52,16.32,AO,7
FNBC,-6.27,14.25,AO,7
FNME,-14.65,17.67,AO,7
FNMO,-15.27,12.15,AO,7
FNZE,-7.22,12.87,AO,7
FNGI,-17.05,15.68,AO,7
FNPA,-10.68,13.75,AO,7
FNSA,-9.68,20.43,AO,7
FNSO,-6.13,12.37,AO,7
FNSU,-11.17,13.85,AO,7
FNUG,-7.6,15.02,AO,7
FNWK,-11.42,15.12,AO,7
FOOB,2.07,11.48,GA,7
FOOC,1.0,9.58,GA,7
FOON,-1.65,13.43,GA,7
FOGR,-0.7,10.25,GA,7
FOOR,-0.82,12.73,GA,7
FOOL,0.45,9.42,GA,6
FOOK,0.57,12.88,GA,7
FOOY,-3.42,10.65,GA,7
FOOE,1.02,13.92,GA,7
FOOM,0.77,11.52,GA,7
FOOD,-1.52,13.27,GA,7
FOGM,-1.83,11.05,GA,7
FOGO,1.53,11.58,GA,7
FOOG,-0.7,8.75,GA,7
FOOT,-2.88,10.95,GA,7
FPPR,1.63,7.42,ST,7
FPST,0.37,6.72,ST,7
FQAG,-16.22,39.88,MZ,7
FQBR,-19.8,34.9,MZ,6
FQCH,-19.15,33.43,MZ,7
FQCB,-14.82,36.52,MZ,7
FQFU,-14.92,33.62,MZ,7
FQIN,-23.87,35.38,MZ,7
FQLC,-13.27,35.25,MZ,6
FQLU,-15.02,40.67,MZ,7
FQMA,-25.92,32.57,MZ,6
FQMR,-13.72,37.53,MZ,7
FQMP,-11.33,40.37,MZ,7
FQMU,-17.37,35.02,MZ,7
FQNC,-14.48,40.72,MZ,6
FQNP,-15.1,39.27,MZ,6
FQPB,-12.98,40.52,MZ,6
FQQL,-17.87,36.87,MZ,6
FQSG,-15.58,32.77,MZ,7
FQTT,-16.1,33.63,MZ,6
FQTE,-16.17,33.57,MZ,7
FQUG,-14.22,34.35,MZ,7
FQVL,-22.0,35.32,MZ,6
FQXA,-25.05,33.62,MZ,7
    ,-5.68,53.67,SC,7
FSPP,-4.32,55.7,SC,7
FSIA,-4.67,55.52,SC,6
FSSS,-4.67,55.52,SC,7
FTTC,13.83,20.85,TD,7
FTTN,11.02,20.27,TD,7
FTTI,13.22,18.32,TD,9
FTTZ,21.43,17.05,TD,7
FTTK,12.37,17.05,TD,7
FTTL,13.42,14.72,TD,7
FTTB,10.28,15.38,TD,9
FTTY,17.92,19.1,TD,7
FTTH,9.4,16.3,TD,8
FTTM,12.12,18.42,TD,8
FTTD,8.62,16.07,TD,7
FTTJ,12.13,15.03,TD,6
FTTP,9.37,14.92,TD,7
FTTA,9.15,18.37,TD,7
FTTR,20.43,16.57,TD,7
FVBB,-22.22,30.0,ZW,7
FVBI,-17.62,27.32,ZW,7
FVJN,-20.02,28.63,ZW,6
FVBU,-20.02,28.62,ZW,6
FVCH,-20.18,32.62,ZW,7
FVCZ,-21.02,31.57,ZW,6
FVGO,-18.22,28.92,ZW,7
FVTL,-19.43,29.85,ZW,6
FVHA,-17.92,31.12,ZW,6
FVRG,-17.93,31.1,ZW,7
FVWN,-18.63,27.0,ZW,6
FVKB,-16.52,28.88,ZW,6
FVKA,-16.82,29.62,ZW,7
FVMV,-20.07,30.87,ZW,7
FVGR,-18.97,32.45,ZW,7
FVMT,-17.42,32.22,ZW,7
FVRU,-18.52,32.12,ZW,7
FVFA,-18.1,25.85,ZW,6
FWCL,-15.67,34.97,MW,6
FWCT,-9.68,33.27,MW,7
FWDZ,-14.32,34.27,MW,7
FWKI,-13.78,33.78,MW,7
FWKA,-9.93,33.87,MW,7
FWLL,-13.97,33.77,MW,7
FWMG,-14.42,35.25,MW,7
FWMY,-14.07,34.92,MW,7
FWMZ,-11.87,33.62,MW,7
FWUU,-11.43,34.02,MW,7
FWKK,-12.92,34.27,MW,7
FWSM,-13.75,34.57,MW,7
FXMM,-29.47,27.55,LS,6
FXMU,-29.3,27.5,LS,7
FYAN,-24.15,19.12,NA,8
FYAB,-26.77,19.63,NA,8
FYAS,-26.7,16.32,NA,8
FYBG,-18.12,21.63,NA,8
FYEN,-17.48,16.32,NA,8
FYWE,-22.62,17.08,NA,8
FYGO,-23.57,15.05,NA,8
FYGB,-22.5,18.97,NA,8
FYGF,-19.6,18.12,NA,6
FYGN,-19.6,18.12,NA,6
FYHN,-22.12,14.28,NA,6
FYWH,-22.47,17.47,NA,6
FYKB,-28.03,18.73,NA,6
FYKM,-17.63,24.18,NA,8
FYKT,-26.53,18.12,NA,6
FYKX,-20.37,14.97,NA,6
FYLZ,-26.68,15.25,NA,6
FYMH,-24.77,16.98,NA,6
FYML,-24.6,17.93,NA,8
FYND,-28.7,17.62,NA,6
FYOH,-17.88,15.07,NA,6
FYOK,-20.6,17.47,NA,6
FYOO,-19.15,15.92,NA,8
FYOM,-21.42,15.93,NA,6
FYOA,-17.88,15.97,NA,8
FYOT,-24.02,19.73,NA,6
FYOP,-18.07,13.85,NA,7
FYOG,-28.58,16.45,NA,7
FYOS,-17.8,15.7,NA,6
FYTN,-21.13,18.78,NA,7
FYOW,-20.43,16.67,NA,8
FYOJ,-20.08,16.13,NA,8
FYRH,-23.32,17.08,NA,7
FYRN,-20.02,13.85,NA,7
FYRK,-22.97,14.65,NA,7
FYRU,-17.95,19.72,NA,7
FYTE,-19.97,13.02,NA,7
FYTM,-19.27,17.73,NA,7
FYTK,-19.58,20.45,NA,7
FYWB,-22.98,14.65,NA,6
FYWW,-22.57,17.1,NA,6
OAAS,35.02,71.42,AF,7
OAIX,34.95,69.27,AF,8
OABN,34.82,67.82,AF,7
OABD,34.28,67.83,AF,7
EQBH,31.87,64.2,AF,7
EQBI,34.87,65.45,AF,7
OADZ,38.42,70.78,AF,7
OAFZ,37.12,70.52,AF,7
OAFR,32.37,62.17,AF,7
EQBF,37.12,70.57,AF,7
OAGZ,33.62,69.23,AF,7
OAGN,33.52,68.42,AF,7
OAGM,34.87,65.28,AF,7
OAGL,32.62,63.67,AF,7
OAHJ,34.57,68.08,AF,7
OAHR,34.22,62.22,AF,7
OAEM,36.7,71.57,AF,7
OAEQ,34.63,61.57,AF,7
OAJS,35.12,69.25,AF,7
OAJL,34.4,70.48,AF,7
OAKB,34.55,69.22,AF,2
OAKJ,32.17,65.08,AF,7
OAKT,32.12,66.9,AF,7
OAKR,37.2,67.72,AF,7
EQCB,31.52,65.87,AF,7
OAKN,31.5,65.83,AF,7
OAEK,36.85,70.07,AF,7
OAKS,33.35,69.95,AF,7
OAHN,37.87,70.22,AF,7
EQBA,36.67,68.92,AF,7
OAUZ,36.67,68.92,AF,7
OALL,34.5,66.28,AF,7
OAMN,35.92,64.75,AF,7
EQBM,36.7,67.2,AF,7
OAMS,36.7,67.2,AF,7
OAPG,34.57,68.97,AF,7
OAPJ,34.37,67.02,AF,7
OAQD,34.78,63.42,AF,7
OAQN,35.0,63.12,AF,7
OASG,36.67,65.72,AF,7
OASD,33.38,62.27,AF,7
EQTK,32.6,65.85,AF,7
OAOG,32.92,69.12,AF,7
OADW,32.2,68.33,AF,7
OAYQ,37.47,69.67,AF,7
OAZB,36.5,71.25,AF,7
OBBI,26.27,50.63,BH,6
OEAB,18.23,42.65,SA,6
OEAH,25.28,49.48,SA,6
OEBA,20.3,41.63,SA,6
OEDM,24.45,44.12,SA,7
OESK,29.78,40.1,SA,6
OEJB,27.05,49.4,SA,7
OEKJ,24.07,47.58,SA,9
OERR,30.9,41.13,SA,6
OEBH,19.98,42.62,SA,6
OEDW,24.5,44.38,SA,7
OEDR,26.27,50.17,SA,6
OEGS,26.3,43.77,SA,6
OEGN,16.9,42.58,SA,6
OEGT,31.42,37.27,SA,6
OEPA,28.33,46.12,SA,6
OEHL,27.43,41.68,SA,6
OEJN,21.68,39.15,SA,6
OEJD,21.5,39.2,SA,7
OEKB,25.67,39.38,SA,8
OEKM,18.3,42.78,SA,6
OEDF,26.43,49.82,SA,8
OEKK,27.9,45.52,SA,6
OEMA,24.55,39.7,SA,6
OEMK,21.43,40.0,SA,7
OEMH,22.43,41.75,SA,8
OENG,17.62,44.42,SA,6
OEAO,26.48,38.12,SA,6
OEPS,24.07,47.58,SA,9
OERF,29.62,43.48,SA,6
OERK,24.95,46.72,SA,6
OERY,24.72,46.72,SA,6
OESH,17.47,47.12,SA,6
OETB,28.37,36.62,SA,6
OETF,21.47,40.53,SA,6
OETR,31.7,38.73,SA,6
OEWD,20.5,45.2,SA,6
OEWJ,26.18,36.47,SA,6
OEYN,24.13,38.07,SA,6
OIAA,30.35,48.22,IR,7
OISA,31.03,52.78,IR,7
OIBA,25.88,55.03,IR,8
OIAG,30.73,49.68,IR,7
OIAW,31.33,48.77,IR,6
OIHR,34.13,49.85,IR,7
OITL,38.33,48.42,IR,7
OINB,36.72,52.65,IR,8
OIKM,29.08,58.45,IR,7
OIKB,27.22,56.37,IR,6
OIBL,26.53,54.82,IR,7
OIAM,30.55,49.15,IR,7
OIBH,27.2,54.32,IR,7
OIMB,32.9,59.28,IR,7
OIMN,37.48,57.3,IR,7
OICJ,33.9,48.75,IR,7
OIBB,28.93,50.83,IR,7
OIZC,25.45,60.38,IR,7
OIAD,32.43,48.4,IR,7
OIFM,32.75,51.87,IR,6
OISF,28.9,53.72,IR,7
OIAH,30.33,50.83,IR,7
OICG,34.52,45.57,IR,7
OIIK,36.25,50.05,IR,7
OIKQ,26.75,55.9,IR,7
OIIQ,34.63,50.88,IR,7
OIMD,34.38,58.63,IR,8
OINK,37.25,55.1,IR,7
OING,36.9,54.4,IR,7
OIHH,34.87,48.55,IR,7
OICI,33.58,46.4,IR,8
OIIE,35.42,51.15,IR,8
OIZI,27.23,60.72,IR,7
OIBJ,27.82,52.35,IR,8
OIZJ,25.65,57.8,IR,7
OINE,37.38,55.45,IR,7
OIIP,35.78,50.83,IR,7
OIFK,33.9,51.58,IR,7
OIMQ,35.27,58.47,IR,7
OIKK,30.25,56.97,IR,6
OICC,34.35,47.17,IR,7
OIGK,34.35,47.13,IR,7
OIBQ,29.27,50.32,IR,8
OICK,33.43,48.28,IR,7
OITK,38.42,44.98,IR,7
OIBK,26.53,53.98,IR,7
OISR,27.37,53.2,IR,8
OISL,27.67,54.37,IR,8
OIBV,26.82,53.35,IR,8
OITU,39.33,44.43,IR,8
OIHM,34.28,48.82,IR,8
OIMM,36.23,59.63,IR,6
OIAI,32.0,49.27,IR,7
OIKO,27.1,57.07,IR,7
OINN,36.67,51.47,IR,7
OITR,37.67,45.07,IR,6
OITP,39.6,47.88,IR,7
OIBP,27.38,52.73,IR,8
OIKR,30.3,56.05,IR,8
OINR,36.9,50.67,IR,7
OIGG,37.33,49.6,IR,7
OIMS,36.17,57.6,IR,7
OITS,36.25,46.27,IR,7
OITM,37.35,46.15,IR,8
OICS,35.25,47.02,IR,7
OIMC,36.5,61.07,IR,8
OINZ,36.63,53.2,IR,7
OIIS,35.38,53.67,IR,7
OIFS,32.28,50.85,IR,7
OIMJ,36.43,55.1,IR,8
OISS,29.53,52.58,IR,6
OIBS,25.9,54.55,IR,8
OIMT,33.67,56.88,IR,7
OITT,38.13,46.23,IR,6
OIII,35.68,51.3,IR,6
OIMH,35.27,59.22,IR,7
OISY,30.7,51.55,IR,8
OIYY,31.9,54.28,IR,7
OIZB,31.1,61.55,IR,7
OIZH,29.47,60.92,IR,6
OITZ,36.77,48.37,IR,7
OJAM,31.98,35.98,JO,6
OJAQ,29.62,35.02,JO,6
OJHR,32.5,38.2,JO,7
OJHF,32.2,37.12,JO,7
OJBD,32.53,35.85,JO,7
OJMN,30.17,35.77,JO,7
OJMF,32.37,36.25,JO,7
OJAI,31.72,36.0,JO,6
OKAS,29.35,47.52,KW,6
OKBK,29.22,47.97,KW,6
OLBA,33.82,35.48,LB,6
OMAM,24.25,54.55,AE,6
OMAD,24.42,54.47,AE,7
OMAA,24.42,54.65,AE,6
OMAL,24.25,55.6,AE,6
OMAH,24.08,52.47,AE,8
OMDM,25.03,55.37,AE,8
OMAB,23.62,53.37,AE,7
OMDL,24.5,52.33,AE,6
OMDW,24.9,55.17,AE,8
OMDB,25.25,55.37,AE,6
OMFJ,25.1,56.32,AE,6
OMAJ,24.18,52.62,AE,8
OMRK,25.62,55.93,AE,6
OMSJ,25.32,55.52,AE,6
OMSN,25.22,54.23,AE,8
OOBR,24.22,55.77,OM,7
OODQ,19.52,57.65,OM,8
OOFD,22.35,56.47,OM,7
OOGB,21.37,57.03,OM,7
OOHA,19.97,56.27,OM,7
OOIA,22.62,58.67,OM,7
OOII,23.27,56.52,OM,7
OOKB,26.22,56.22,OM,7
OOMA,20.67,58.88,OM,7
OONZ,22.92,57.52,OM,7
OOSQ,23.07,57.63,OM,7
OOSA,17.03,54.1,OM,6
OOMS,23.58,58.28,OM,6
OOSH,24.38,56.62,OM,7
OOSR,22.52,59.47,OM,7
OOTH,17.67,54.02,OM,7
OPBW,29.35,71.72,PK,7
OPBN,32.97,70.52,PK,7
OPCH,35.85,71.82,PK,7
OPDI,31.82,70.92,PK,7
OPFA,31.37,73.0,PK,6
OPGT,35.92,74.32,PK,7
OPGD,25.23,62.33,PK,6
OPKD,25.32,68.37,PK,7
OPRN,33.62,73.08,PK,6
OPIS,33.55,72.83,PK,7
OPJA,28.3,68.47,PK,7
OPJI,25.07,61.78,PK,7
OPKL,29.02,66.57,PK,7
OPKC,24.9,67.13,PK,6
OPMR,24.88,66.92,PK,7
OPLA,31.52,74.4,PK,6
OPLH,31.55,74.32,PK,7
OPMI,32.53,71.52,PK,7
OPMN,32.97,70.12,PK,7
OPMT,30.2,71.42,PK,7
OPNH,26.22,68.38,PK,6
OPOR,25.22,64.62,PK,7
OPPG,26.95,64.13,PK,7
OPPI,25.28,63.35,PK,7
OPPS,33.98,71.52,PK,7
OPQT,30.25,66.93,PK,7
OPRQ,30.77,72.27,PK,7
OPRS,34.07,71.97,PK,7
OPSS,34.82,72.35,PK,7
OPSR,32.03,72.67,PK,7
OPRK,28.38,70.28,PK,8
OPST,32.53,74.37,PK,8
OPSB,29.55,67.87,PK,7
OPSK,27.72,68.8,PK,7
OPTA,33.98,72.6,PK,8
OPTU,25.97,63.02,PK,7
ORAA,33.78,42.43,IQ,8
EQBC,32.47,45.75,IQ,6
ORNI,31.98,44.4,IQ,6
ORAQ,34.38,41.02,IQ,8
ORBI,33.27,44.23,IQ,3
ORBB,33.22,44.22,IQ,7
ORBD,33.93,44.37,IQ,7
ORMM,30.53,47.67,IQ,6
ORER,36.23,43.97,IQ,8
ORBM,36.32,43.13,IQ,7
ORQW,35.77,43.12,IQ,8
ORBS,33.27,44.22,IQ,7
ORMS,30.42,47.63,IQ,7
ORSU,35.57,45.32,IQ,8
ORTL,30.93,46.08,IQ,8
ORSH,34.67,43.53,IQ,8
OSAP,36.17,37.22,SY,6
OSDI,33.42,36.52,SY,6
OSDZ,35.28,40.18,SY,7
OSKL,37.03,41.2,SY,7
OSLK,35.4,35.95,SY,7
OSPR,34.53,38.28,SY,7
OTBH,25.12,51.32,QA,7
OTHH,25.27,51.6,QA,6
